,Name_zipsdc,Team_zipsdc,W_zipsdc,L_zipsdc,QS_zipsdc,ERA_zipsdc,G_zipsdc,GS_zipsdc,SV_zipsdc,HLD_zipsdc,IP_zipsdc,TBF_zipsdc,H_zipsdc,R_zipsdc,ER_zipsdc,HR_zipsdc,BB_zipsdc,IBB_zipsdc,HBP_zipsdc,SO_zipsdc,K/9_zipsdc,BB/9_zipsdc,K/BB_zipsdc,HR/9_zipsdc,K%_zipsdc,BB%_zipsdc,K-BB%_zipsdc,AVG_zipsdc,WHIP_zipsdc,BABIP_zipsdc,LOB%_zipsdc,GB%_zipsdc,HR/FB_zipsdc,FIP_zipsdc,WAR_zipsdc,RA9-WAR_zipsdc,ADP_zipsdc,InterSD_zipsdc,InterSK_zipsdc,IntraSD_zipsdc,PlayerId_zipsdc,Name_depthcharts,Team_depthcharts,W_depthcharts,L_depthcharts,QS_depthcharts,ERA_depthcharts,G_depthcharts,GS_depthcharts,SV_depthcharts,HLD_depthcharts,IP_depthcharts,TBF_depthcharts,H_depthcharts,R_depthcharts,ER_depthcharts,HR_depthcharts,BB_depthcharts,IBB_depthcharts,HBP_depthcharts,SO_depthcharts,K/9_depthcharts,BB/9_depthcharts,K/BB_depthcharts,HR/9_depthcharts,K%_depthcharts,BB%_depthcharts,K-BB%_depthcharts,AVG_depthcharts,WHIP_depthcharts,BABIP_depthcharts,LOB%_depthcharts,GB%_depthcharts,HR/FB_depthcharts,FIP_depthcharts,WAR_depthcharts,RA9-WAR_depthcharts,ADP_depthcharts,InterSD_depthcharts,InterSK_depthcharts,IntraSD_depthcharts,PlayerId_depthcharts,Name_zips,Team_zips,W_zips,L_zips,QS_zips,ERA_zips,G_zips,GS_zips,SV_zips,HLD_zips,IP_zips,TBF_zips,H_zips,R_zips,ER_zips,HR_zips,BB_zips,IBB_zips,HBP_zips,SO_zips,K/9_zips,BB/9_zips,K/BB_zips,HR/9_zips,K%_zips,BB%_zips,K-BB%_zips,AVG_zips,WHIP_zips,BABIP_zips,LOB%_zips,GB%_zips,HR/FB_zips,FIP_zips,WAR_zips,RA9-WAR_zips,ADP_zips,InterSD_zips,InterSK_zips,IntraSD_zips,PlayerId_zips,zips_index,Name_steamer,Team_steamer,W_steamer,L_steamer,QS_steamer,ERA_steamer,G_steamer,GS_steamer,SV_steamer,HLD_steamer,IP_steamer,TBF_steamer,H_steamer,R_steamer,ER_steamer,HR_steamer,BB_steamer,IBB_steamer,HBP_steamer,SO_steamer,K/9_steamer,BB/9_steamer,K/BB_steamer,HR/9_steamer,K%_steamer,BB%_steamer,K-BB%_steamer,AVG_steamer,WHIP_steamer,BABIP_steamer,LOB%_steamer,GB%_steamer,HR/FB_steamer,FIP_steamer,WAR_steamer,RA9-WAR_steamer,ADP_steamer,InterSD_steamer,InterSK_steamer,IntraSD_steamer,PlayerId_steamer,steamer_index,Name_atc,Team_atc,W_atc,L_atc,QS_atc,ERA_atc,G_atc,GS_atc,SV_atc,HLD_atc,IP_atc,TBF_atc,H_atc,R_atc,ER_atc,HR_atc,BB_atc,IBB_atc,HBP_atc,SO_atc,K/9_atc,BB/9_atc,K/BB_atc,HR/9_atc,K%_atc,BB%_atc,K-BB%_atc,AVG_atc,WHIP_atc,BABIP_atc,LOB%_atc,GB%_atc,HR/FB_atc,FIP_atc,WAR_atc,RA9-WAR_atc,ADP_atc,InterSD_atc,InterSK_atc,IntraSD_atc,PlayerId_atc,Name_thebat,Team_thebat,W_thebat,L_thebat,QS_thebat,ERA_thebat,G_thebat,GS_thebat,SV_thebat,HLD_thebat,IP_thebat,TBF_thebat,H_thebat,R_thebat,ER_thebat,HR_thebat,BB_thebat,IBB_thebat,HBP_thebat,SO_thebat,K/9_thebat,BB/9_thebat,K/BB_thebat,HR/9_thebat,K%_thebat,BB%_thebat,K-BB%_thebat,AVG_thebat,WHIP_thebat,BABIP_thebat,LOB%_thebat,GB%_thebat,HR/FB_thebat,FIP_thebat,WAR_thebat,RA9-WAR_thebat,ADP_thebat,InterSD_thebat,InterSK_thebat,IntraSD_thebat,PlayerId_thebat
10,George Kirby,SEA,13,9,,3.48214,32,32,0,0,188,772,181,78,73,21,30,,7,169,8.08929,1.44643,5.59259,1.01786,0.218524,0.0390738,0.1794500686228275,0.246201,1.125,0.293033,0.732759,,,3.51695,3.93607,3.98055,33.15999984741211,,,,25436,George Kirby,SEA,13,10,,3.556,32,32,0,0,191,784,183,81,75,23,32,,7,177,8.35668,1.49357,5.5951,1.10024,0.225827,0.0403616,0.1854652911424636,0.245113,1.1237,0.292481,0.731237,,,3.60012,3.70284,3.744,33.15999984741211,,,,25436,George Kirby,SEA,12,8,,3.48214,29,29,0,0,168.0,691,162,70,65,19,27,1,6,151,8.08929,1.44643,5.59259,1.01786,0.218524,0.0390738,0.1794500686228275,0.246201,1.125,0.293033,0.732759,,,3.51695,3.51672,3.52276,33.15999984741211,,,,25436,11,George Kirby,SEA,12.3201,10.2079,18.3666,3.62751,32.0,32.0,0.0,0.0,191.482,787.022,182.178,83.7383,77.1783,25.1055,32.748,,7.8293,183.303,8.61555,1.53921,5.59738,1.18,0.232907,0.04161,0.1912969462573528,0.244061,1.12243,0.291937,0.72972,0.429722,,3.68065,3.48666,3.3811,33.15999984741211,,,,25436,10,George Kirby,SEA,12.1022,8.63665,15.0433,3.57135,29.5788,29.5788,0.0,0.0,179.354,722.36,168.995,77.3596,71.1709,21.7793,26.6889,0.974152,6.54756,169.603,8.51069,1.33925,6.35483,1.09288,0.234791,0.0369468,0.1978439800441265,0.245233,1.09105,0.295769,0.71628,,,3.49832,3.78934,3.48397,33.15999984741211,2.49856,-2.15567,1.30222,25436,George Kirby,SEA,11.0487,9.52038,11.7934,3.62992,29.766,29.766,0.0,0.0,166.838,677.828,153.921,72.47,67.29,20.6872,28.2699,0.471339,5.73844,154.371,8.32743,1.525,5.4606,1.11596,0.227743,0.0417065,0.1860362961888313,0.239074,1.09202,0.284224,0.716059,,,3.62796,3.91615,3.66273,33.15999984741211,,,,25436
11,Shane Bieber,CLE,10,8,,3.51989,31,31,0,0,189,782,175,80,74,22,47,,5,192,9.16386,2.24545,4.08108,1.03169,0.245928,0.0602606,0.1856677494943142,0.239092,1.1733,0.296296,0.739015,,,3.53825,3.89796,4.02236,138.80999755859375,,,,19427,Shane Bieber,CLE,11,9,,3.73496,31,31,0,0,191,798,182,86,79,23,49,,6,187,8.81667,2.32294,3.79548,1.10458,0.234247,0.0617172,0.1725293919444084,0.245282,1.21319,0.298178,0.731945,,,3.75594,3.34973,3.40878,138.80999755859375,,,,19427,Shane Bieber,CLE,8,6,,3.51989,25,24,0,0,148.3,614,137,63,58,17,37,0,4,151,9.16386,2.24545,4.08108,1.03169,0.245928,0.0602606,0.1856677457690239,0.239092,1.1733,0.296296,0.739015,,,3.53825,3.04529,3.1174,138.80999755859375,,,,19427,19,Shane Bieber,CLE,11.4014,10.8023,17.985,3.94572,30.78,30.78,0.0,0.0,192.768,814.054,190.019,91.8724,84.5121,25.1884,51.3807,,6.3993,181.554,8.47642,2.39887,3.5335,1.176,0.223024,0.0631171,0.159907080233097,0.251257,1.25228,0.299948,0.725382,0.469437,,3.96927,2.87992,2.87777,138.80999755859375,,,,19427,24,Shane Bieber,CLE,10.1841,8.02893,13.6221,3.77551,26.2086,26.2086,0.0,0.0,164.696,676.924,153.477,75.0979,69.0901,20.0786,42.7888,0.479898,4.79463,156.346,8.54373,2.33825,3.6539,1.09722,0.230965,0.0632106,0.1677546501159668,0.243869,1.19169,0.294532,0.720569,,,3.80806,2.8717,2.94891,138.80999755859375,3.7789,1.12381,0.707599,19427,Shane Bieber,CLE,9.41987,8.87492,10.7101,3.86009,26.458,26.458,0.0,0.0,148.8,614.616,138.024,68.77,63.82,18.9419,36.1163,0.312488,4.58611,138.112,8.35356,2.18445,3.82409,1.14568,0.224713,0.0587624,0.1659503057599067,0.240497,1.1703,0.285665,0.713786,,,3.87418,2.95879,2.76341,138.80999755859375,,,,19427
12,Max Fried,ATL,15,7,,3.27146,31,31,0,0,173,715,159,68,63,15,47,,5,158,8.21346,2.43619,3.37143,0.765661,0.220974,0.0655431,0.155430719256401,0.240404,1.19103,0.295082,0.743146,,,3.44066,3.80465,4.69706,59.08000183105469,,,,13743,Max Fried,ATL,14,7,,3.43812,31,31,0,0,179,744,170,75,68,18,47,,6,167,8.40335,2.35307,3.57122,0.882999,0.224424,0.0628424,0.1615818440914154,0.246282,1.21322,0.301354,0.740107,,,3.55073,3.60667,4.25913,59.08000183105469,,,,13743,Max Fried,ATL,11,5,,3.27146,23,23,0,0,129.3,534,119,51,47,11,35,1,4,118,8.21346,2.43619,3.37143,0.765661,0.220974,0.0655431,0.155430719256401,0.240404,1.19103,0.295082,0.743146,,,3.44066,2.8439,3.49196,59.08000183105469,,,,13743,24,Max Fried,ATL,13.5172,8.0928,17.843,3.59436,30.78,30.78,0.0,0.0,184.58,773.27,181.116,80.8629,73.7162,20.3653,46.6607,,6.9602,175.994,8.58137,2.27515,3.77178,0.993,0.227597,0.0603421,0.1672548986971378,0.251673,1.23403,0.307193,0.737278,0.49656,,3.65391,3.4791,4.00769,59.08000183105469,,,,13743,11,Max Fried,ATL,12.5377,6.48482,13.1289,3.41427,27.0617,27.0617,0.0,0.0,159.927,657.891,149.569,65.9464,60.6706,16.395,39.3863,0.939351,5.1463,153.839,8.65736,2.21648,3.9059,0.922635,0.233836,0.0598675,0.1739689372479915,0.243852,1.18151,0.300534,0.741007,,,3.49924,3.4093,4.01132,59.08000183105469,4.44743,-0.525352,1.07413,13743,Max Fried,ATL,12.0377,6.62959,10.2311,3.28999,27.321,27.321,0.0,0.0,150.921,614.331,132.818,59.44,55.17,15.123,35.3418,0.495098,4.75225,149.555,8.9185,2.10757,4.23166,0.901842,0.243443,0.057529,0.1859139576554298,0.231294,1.11422,0.287369,0.739652,,,3.3728,3.85506,3.98048,59.08000183105469,,,,13743
13,Shota Imanaga,CHC,9,6,,3.54745,29,29,0,0,160,670,146,68,63,17,47,,7,170,9.59124,2.62774,3.65,0.985402,0.254355,0.0696864,0.1846689954400062,0.236742,1.20438,0.299728,0.743056,,,3.55431,3.52857,3.61197,999.0,,,,33829,Shota Imanaga,CHC,10,8,,3.70349,29,29,0,0,169,706,156,75,69,21,47,,7,175,9.34407,2.52055,3.70716,1.11794,0.248233,0.0669605,0.1812727600336074,0.239888,1.20672,0.297154,0.739409,,,3.7522,3.35757,3.50044,999.0,,,,33829,Shota Imanaga,CHC,8,5,,3.54745,25,25,0,0,137.0,574,125,58,54,15,40,2,6,146,9.59124,2.62774,3.65,0.985401,0.254355,0.0696864,0.1846689879894256,0.236742,1.20438,0.299728,0.743056,,,3.55431,3.02103,3.1168,999.0,,,,33829,21,Shota Imanaga,CHC,10.9855,9.7573,16.5939,3.84368,29.16,29.16,0.0,0.0,177.876,742.697,167.107,81.9526,75.9665,24.4481,47.9129,,6.356,180.288,9.12201,2.42425,3.76282,1.237,0.242747,0.064512,0.1782350018620491,0.242737,1.20882,0.294937,0.736022,0.408695,,3.92999,3.17477,3.37499,999.0,,,,33829,17,Shota Imanaga,CHC,9.17176,7.67812,10.9243,3.88243,27.2248,26.7242,0.0,0.0,153.415,636.884,142.582,71.9352,66.1804,20.9121,43.6354,1.32142,5.6782,155.19,9.10413,2.55984,3.55652,1.2268,0.243671,0.0685138,0.1751569956541061,0.242663,1.21381,0.295697,0.728188,,,3.96825,2.62672,2.7175,999.0,5.70692,-0.871488,0.652465,33829,Shota Imanaga,CHC,7.95737,9.36892,9.05343,4.54004,26.169,26.169,0.0,0.0,135.712,578.325,133.325,73.66,68.46,22.5956,42.2186,0.395448,5.0734,137.382,9.11072,2.7998,3.25407,1.49846,0.237552,0.0730014,0.1645501255989074,0.251067,1.2935,0.298417,0.707968,,,4.4403,1.91066,1.40659,999.0,,,,33829
14,Dylan Cease,SDP,10,7,,3.58289,31,31,0,0,173,731,141,74,69,19,73,,7,209,10.9091,3.79679,2.87324,1.01604,0.286517,0.0997191,0.1867977455258369,0.216088,1.23589,0.287105,0.749724,,,3.68879,3.47087,3.49068,97.83000183105467,,,,18525,Dylan Cease,SDP,11,9,,3.74891,31,31,0,0,176,747,147,79,73,21,74,,7,206,10.57,3.77783,2.79789,1.0948,0.276125,0.0986904,0.1774349734187126,0.220908,1.2573,0.286901,0.74435,,,3.87333,3.11755,3.10724,97.83000183105467,,,,18525,Dylan Cease,SDP,10,7,,3.58289,30,30,0,0,168.3,712,137,72,67,19,71,2,7,204,10.9091,3.79679,2.87324,1.01604,0.286517,0.0997191,0.1867977455258369,0.216088,1.23589,0.287105,0.749724,,,3.68879,3.37675,3.3949,97.83000183105467,,,,18525,12,Dylan Cease,SDP,11.146,10.2172,15.7823,3.90955,30.78,30.78,0.0,0.0,178.467,763.008,153.535,83.5081,77.5253,23.2206,74.5497,,7.6263,203.094,10.2419,3.75949,2.72427,1.171,0.266175,0.097705,0.168469913303852,0.225511,1.27802,0.28671,0.739236,0.38381,,4.05187,2.77732,2.68837,97.83000183105467,,,,18525,27,Dylan Cease,SDP,10.2751,8.47733,12.0617,3.86973,29.9211,29.9211,0.0,0.0,171.192,721.065,145.013,80.008,73.6074,21.4444,72.6119,1.88383,7.12233,199.941,10.5114,3.81739,2.75356,1.12739,0.277286,0.100701,0.1765849143266677,0.226112,1.27123,0.294248,0.733554,,,3.9449,2.94394,3.08637,97.83000183105467,3.08228,0.219319,1.2844,18525,Dylan Cease,SDP,11.8087,9.72695,14.1,3.89993,30.12,30.12,0.0,0.0,180.419,761.918,148.324,83.54,78.18,22.2105,75.3941,0.912159,7.63079,211.816,10.5662,3.76095,2.80945,1.10795,0.278003,0.0989531,0.1790502443909645,0.218479,1.23999,0.283485,0.727731,,,3.8879,3.74102,3.27202,97.83000183105467,,,,18525
15,Framber Valdez,HOU,15,8,,3.3441,31,31,0,0,197,825,172,80,73,17,67,,12,178,8.14217,3.05331,2.66667,0.775444,0.216216,0.0810811,0.1351351365447044,0.230441,1.21163,0.28131,0.740375,,,3.76123,3.38416,4.68861,55.16999816894531,,,,17295,Framber Valdez,HOU,14,8,,3.36835,31,31,0,0,196,818,176,81,73,17,65,,11,188,8.60855,2.97536,2.89328,0.773729,0.229558,0.0793417,0.1502161622047424,0.236876,1.22628,0.295649,0.737506,,,3.61607,3.71482,4.51816,55.16999816894531,,,,17295,Framber Valdez,HOU,14,8,,3.3441,29,29,0,0,185.7,777,162,75,69,16,63,0,11,168,8.14217,3.05331,2.66667,0.775444,0.216216,0.0810811,0.135135143995285,0.230441,1.21163,0.28131,0.740375,,,3.76123,3.19015,4.46682,55.16999816894531,,,,17295,16,Framber Valdez,HOU,13.8779,8.3655,20.3008,3.39279,30.78,30.78,0.0,0.0,195.497,811.192,179.699,81.6183,73.6979,16.7693,62.9233,,9.8714,197.208,9.07876,2.89677,3.1341,0.772,0.243109,0.0775689,0.1655399650335312,0.243364,1.24106,0.310686,0.734691,0.570403,,3.46972,4.04288,4.34116,55.16999816894531,,,,17295,6,Framber Valdez,HOU,13.6174,8.35972,16.4646,3.40289,29.0979,29.0979,0.0,0.0,186.582,776.476,165.017,76.6809,70.5464,16.8238,60.5432,0.810814,9.82791,186.703,9.00585,2.92038,3.0838,0.811518,0.240449,0.0779718,0.1624775752425193,0.233701,1.20891,0.294867,0.737002,,,3.55741,3.66598,4.33313,55.16999816894531,1.74678,-0.230835,1.32733,17295,Framber Valdez,HOU,12.7204,8.05073,12.654,3.51022,29.447,29.447,0.0,0.0,171.323,716.999,152.701,72.19,66.82,15.3416,58.6362,0.410073,9.06173,173.776,9.12887,3.0803,2.96363,0.80593,0.242365,0.0817799,0.1605852991342544,0.235177,1.23356,0.298487,0.732897,,,3.57597,3.66894,3.94136,55.16999816894531,,,,17295
16,Tarik Skubal,DET,8,8,,3.64513,29,29,0,0,144,589,128,62,58,15,36,,4,150,9.37319,2.25651,4.15385,0.954677,0.254717,0.0613208,0.1933962404727935,0.232911,1.1379,0.293478,0.711501,,,3.39005,3.35571,3.10061,44.560001373291016,,,,22267,Tarik Skubal,DET,10,9,,3.47364,29,29,0,0,158,646,138,66,61,17,41,,5,174,9.92467,2.36297,4.20008,0.991242,0.269199,0.0640937,0.2051048129796981,0.230211,1.13744,0.295556,0.732791,,,3.36941,3.69495,3.59336,44.560001373291016,,,,22267,Tarik Skubal,DET,6,6,,3.64513,21,21,0,0,103.7,424,92,45,42,11,26,0,3,108,9.37319,2.25651,4.15385,0.954677,0.254717,0.0613208,0.1933962367475032,0.232911,1.1379,0.293478,0.711501,,,3.39005,2.41636,2.19518,44.560001373291016,,,,22267,46,Tarik Skubal,DET,11.3923,8.9311,17.1555,3.32939,29.16,29.16,0.0,0.0,171.185,702.441,147.997,68.9205,63.3268,19.439,46.6484,,6.3824,197.596,10.3886,2.45253,4.23586,1.022,0.281299,0.066409,0.2148899435997009,0.227895,1.13705,0.29733,0.750907,0.432117,,3.35205,4.03393,4.15487,44.560001373291016,,,,22267,7,Tarik Skubal,DET,10.4886,8.78119,11.9086,3.438,27.738,27.738,0.0,0.0,155.352,629.372,132.79,64.5049,59.3445,17.0454,41.1687,0.530228,5.19002,178.06,10.3155,2.38502,4.32513,0.987491,0.282917,0.0654123,0.2175046727061271,0.227765,1.11977,0.298382,0.72923,,,3.28431,3.82035,3.53073,44.560001373291016,3.27385,-0.483409,1.05686,22267,Tarik Skubal,DET,9.45731,8.89919,8.56921,3.37976,27.788,27.788,0.0,0.0,142.386,581.966,118.198,57.66,53.47,16.5766,40.4865,0.36878,4.85765,168.332,10.64,2.55909,4.15772,1.04779,0.289247,0.0695685,0.2196781262755394,0.220264,1.11447,0.288934,0.745694,,,3.35944,3.70041,3.45721,44.560001373291016,,,,22267
17,Logan Gilbert,SEA,11,8,,3.50521,32,32,0,0,191,788,175,80,74,22,50,,5,176,8.29402,2.36972,3.5,1.03675,0.222812,0.0636605,0.1591511890292167,0.238231,1.17937,0.285156,0.743535,,,3.78164,3.33992,3.95979,61.15999984741211,,,,22250,Logan Gilbert,SEA,12,10,,3.69236,32,32,0,0,190,787,176,84,78,25,47,,6,181,8.59514,2.24722,3.82478,1.16896,0.230481,0.06026,0.1702214628458023,0.240149,1.17751,0.28717,0.737883,,,3.87363,3.02071,3.3502,61.15999984741211,,,,22250,Logan Gilbert,SEA,11,8,,3.50521,31,31,0,0,182.3,754,167,77,71,21,48,2,5,168,8.29402,2.36972,3.5,1.03675,0.222812,0.0636605,0.1591511890292167,0.238231,1.17937,0.285156,0.743535,,,3.78164,3.18757,3.70628,61.15999984741211,,,,22250,17,Logan Gilbert,SEA,11.6918,10.6,16.7462,3.88069,32.0,32.0,0.0,0.0,186.999,776.249,175.712,86.6536,80.6315,27.0525,44.1306,,6.2255,184.882,8.89815,2.12395,4.18944,1.302,0.238174,0.0568511,0.1813229955732822,0.242064,1.17564,0.289245,0.731932,0.386949,,3.9662,2.74042,2.79757,61.15999984741211,,,,22250,28,Logan Gilbert,SEA,11.6126,8.39274,13.7633,3.82513,30.3253,30.3253,0.0,0.0,181.108,737.348,165.253,83.6667,76.9734,25.2325,41.4514,1.76627,5.43076,181.222,9.00568,2.05989,4.37192,1.2539,0.245776,0.0562169,0.1895588375627994,0.239335,1.14133,0.289291,0.717927,,,3.84156,3.03642,2.8499,61.15999984741211,2.3936,-0.540105,1.07487,22250,Logan Gilbert,SEA,10.6322,10.5342,12.6856,4.09014,30.573,30.573,0.0,0.0,172.799,718.413,162.639,84.44,78.53,24.9043,42.0621,0.661797,5.7776,166.866,8.69101,2.19075,3.96713,1.29711,0.23227,0.0585487,0.1737217158079147,0.242537,1.18462,0.287665,0.708105,,,4.02787,3.18449,2.80493,61.15999984741211,,,,22250
18,Jordan Montgomery,ARI,11,7,,3.40224,29,29,0,0,170,717,164,69,64,18,50,,4,159,8.39929,2.658,3.16,0.956881,0.221599,0.0701262,0.1514726504683494,0.247344,1.25812,0.300207,0.766773,,,3.72757,3.23532,4.29269,170.42999267578125,,,,16511,Jordan Montgomery,ARI,11,8,,3.68012,29,29,0,0,170,716,166,75,69,19,48,,5,156,8.25436,2.57389,3.20696,1.00724,0.217297,0.0677579,0.1495387554168701,0.250999,1.26623,0.30189,0.742502,,,3.82177,3.07047,3.66875,170.42999267578125,,,,16511,Jordan Montgomery,ARI,11,7,,3.40224,29,29,0,0,169.3,713,163,69,64,18,50,0,4,158,8.39929,2.658,3.16,0.956881,0.221599,0.0701262,0.1514726504683494,0.247344,1.25812,0.300207,0.766773,,,3.72757,3.22189,4.24326,170.42999267578125,,,,16511,15,Jordan Montgomery,ARI,10.7063,9.5154,14.7621,3.96017,29.16,29.16,0.0,0.0,168.909,714.505,168.542,80.6523,74.3231,19.8562,46.715,,5.944,152.174,8.1083,2.48912,3.25749,1.058,0.212978,0.0653809,0.147597000002861,0.254655,1.2744,0.303555,0.718052,0.451083,,3.9167,2.87154,2.97916,170.42999267578125,,,,16511,25,Jordan Montgomery,ARI,10.075,7.87939,11.8682,3.80595,27.5638,27.5638,0.0,0.0,162.146,674.163,155.297,74.5313,68.5688,18.9511,43.6062,0.533577,5.03603,147.268,8.17417,2.42039,3.37722,1.05189,0.218445,0.064682,0.1537632867693901,0.248269,1.22669,0.296855,0.721534,,,3.85793,2.83197,3.09736,170.42999267578125,2.65494,0.315369,0.712962,16511,Jordan Montgomery,ARI,8.8274,8.92407,10.1554,4.18026,26.045,26.045,0.0,0.0,143.065,603.481,141.713,71.58,66.45,18.2093,38.3862,0.332821,4.40673,128.811,8.1033,2.41481,3.35566,1.14552,0.213447,0.063608,0.1498390138149261,0.252749,1.25886,0.298559,0.701908,,,4.00629,2.64654,2.05691,170.42999267578125,,,,16511
19,Chris Bassitt,TOR,14,10,,3.83538,32,32,0,0,198,826,185,91,84,24,52,,14,172,7.82837,2.36427,3.31111,1.10333,0.208683,0.0630252,0.1456582620739936,0.243531,1.19673,0.285421,0.71754,,,4.10735,3.22191,3.49995,124.7699966430664,,,,12304,Chris Bassitt,TOR,13,11,,4.008,32,32,0,0,197,831,189,95,88,26,56,,12,173,7.89195,2.56031,3.08242,1.16437,0.208164,0.0675328,0.1406314000487327,0.247245,1.24022,0.289009,0.716704,,,4.22379,2.8519,2.91422,124.7699966430664,,,,12304,Chris Bassitt,TOR,12,9,,3.83538,28,28,0,0,171.3,714,160,79,73,21,45,1,12,149,7.82837,2.36427,3.31111,1.10333,0.208683,0.0630252,0.1456582620739936,0.243531,1.19673,0.285421,0.71754,,,4.10735,2.78735,2.99886,124.7699966430664,,,,12304,28,Chris Bassitt,TOR,11.4245,11.2927,16.8077,4.18229,32.0,32.0,0.0,0.0,193.906,825.482,189.574,97.2122,90.1077,26.4143,59.4264,,10.6025,171.415,7.95613,2.75824,2.8845,1.226,0.207655,0.0719899,0.1356649845838546,0.250941,1.28413,0.292599,0.715914,0.429882,,4.34135,2.52826,2.48588,124.7699966430664,,,,12304,38,Chris Bassitt,TOR,11.7986,9.66741,14.5828,4.00313,28.7332,28.7332,0.0,0.0,177.077,739.652,164.611,85.6111,78.7622,23.6603,51.1531,1.25942,10.3664,159.219,8.09236,2.59988,3.11259,1.20254,0.215262,0.0691584,0.146103173494339,0.242741,1.21848,0.284603,0.712621,,,4.236,2.62496,2.63851,124.7699966430664,3.8583,-0.143548,1.04816,12304,Chris Bassitt,TOR,10.5903,9.95953,13.25,4.21011,29.139,29.139,0.0,0.0,171.017,720.12,154.799,85.48,80.0,25.0676,53.7337,0.58593,9.92582,153.631,8.08505,2.82781,2.85912,1.31922,0.213341,0.0746176,0.138723224401474,0.235809,1.21937,0.27154,0.709491,,,4.48062,2.38786,2.57128,124.7699966430664,,,,12304
20,Triston McKenzie,CLE,10,8,,3.54194,26,26,0,0,160,650,141,68,63,21,41,,4,158,8.88387,2.32258,3.825,1.16129,0.242472,0.0633914,0.1790808364748954,0.23339,1.14194,0.282609,0.744966,,,3.80988,3.21603,3.37517,210.0500030517578,,,,18000,Triston McKenzie,CLE,9,9,,3.98664,26,26,0,0,155,645,141,73,69,23,47,,5,155,8.99407,2.75512,3.26449,1.33676,0.239672,0.0734178,0.1662538275122642,0.237209,1.21543,0.283293,0.735156,,,4.19608,2.33958,2.42872,210.0500030517578,,,,18000,Triston McKenzie,CLE,10,8,,3.54194,26,25,0,0,155.0,631,137,66,61,20,40,0,4,153,8.88387,2.32258,3.825,1.16129,0.242472,0.0633914,0.1790808215737342,0.23339,1.14194,0.282609,0.744966,,,3.80988,3.10216,3.242,210.0500030517578,,,,18000,18,Triston McKenzie,CLE,8.4857,9.5104,11.6116,4.46116,25.92,25.92,0.0,0.0,149.638,639.479,140.128,78.8613,74.1733,25.3387,53.4816,,5.2066,151.495,9.11165,3.21665,2.83265,1.524,0.236903,0.0836331,0.1532700732350349,0.241271,1.29385,0.284162,0.725633,0.335949,,4.60816,1.54352,1.46911,210.0500030517578,,,,18000,97,Triston McKenzie,CLE,7.54934,8.67929,10.0854,4.12881,24.9351,24.9351,0.0,0.0,140.966,583.089,123.329,70.2927,64.6693,22.2761,46.9737,0.403727,3.98405,141.063,9.00615,2.99904,3.00302,1.42222,0.241923,0.08056,0.1613630801439285,0.231764,1.20811,0.27401,0.718895,,,4.39245,1.87292,1.896,210.0500030517578,5.5967,0.660609,0.654979,18000,Triston McKenzie,CLE,8.73104,8.69607,10.5422,4.0902,25.098,25.098,0.0,0.0,142.607,590.401,121.826,69.32,64.81,23.1985,43.467,0.323173,4.95013,140.543,8.86976,2.74322,3.23333,1.46407,0.238047,0.0736227,0.1644241213798523,0.224777,1.15908,0.260751,0.722605,,,4.41729,2.19658,2.36333,210.0500030517578,,,,18000
21,Carlos Rodón,NYY,12,9,,3.85827,29,29,0,0,151,620,125,70,65,20,46,,7,175,10.3937,2.75591,3.77143,1.1811,0.282051,0.0747863,0.2072649747133255,0.219626,1.12861,0.281139,0.703704,,,3.70123,3.1912,2.55345,142.2100067138672,,,,16137,Carlos Rodón,NYY,12,9,,3.81263,29,29,0,0,159,658,133,72,67,22,50,,7,186,10.5464,2.81372,3.74818,1.23808,0.283042,0.0755144,0.2075275555253029,0.220507,1.14715,0.281579,0.724604,,,3.76643,3.12675,2.75947,142.2100067138672,,,,16137,Carlos Rodón,NYY,9,7,,3.85827,22,22,0,0,114.3,468,94,53,49,15,35,0,5,132,10.3937,2.75591,3.77143,1.1811,0.282051,0.0747863,0.2072649672627449,0.219626,1.12861,0.281139,0.703704,,,3.70123,2.41553,1.93142,142.2100067138672,,,,16137,47,Carlos Rodón,NYY,11.4947,8.5307,14.941,3.77104,29.16,29.16,0.0,0.0,166.277,695.718,140.595,74.4889,69.6706,23.833,52.9573,,7.0135,197.415,10.6854,2.8664,3.72782,1.29,0.283758,0.0761189,0.2076388671994209,0.22115,1.16404,0.281695,0.743282,0.334127,,3.82584,3.12213,2.97828,142.2100067138672,,,,16137,19,Carlos Rodón,NYY,9.61471,7.87277,9.82774,4.06679,24.714,24.714,0.0,0.0,137.738,568.273,116.107,67.6511,62.239,19.6139,46.4948,0.555766,6.04792,156.716,10.2401,3.03804,3.37062,1.2816,0.275776,0.0818176,0.1939584016799926,0.22513,1.18051,0.284303,0.702597,,,3.97508,2.48624,2.13561,142.2100067138672,6.87405,-1.24848,0.851127,16137,Carlos Rodón,NYY,9.84753,7.47401,10.6307,3.9801,24.845,24.845,0.0,0.0,142.685,594.946,117.784,67.5,63.1,20.5721,49.9116,0.355661,6.10738,166.876,10.5259,3.14823,3.34342,1.29761,0.280488,0.0838925,0.1965957731008529,0.218552,1.17529,0.276578,0.721378,,,3.9681,2.89387,2.46669,142.2100067138672,,,,16137
