Season,Name,Team,IP,RS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS/9,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Stf+ FA,Stuff+,Location+,Pitching+,K/9,BB/9,HR/9,vFA (sc),K/BB,FIP,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2018,"Trevor Williams","PIT",170.2,78,0.26147704590818366,1.090425531,0.217131474,0.408366533,0.374501992,0.090425531,0.079787234,4.113273036799029,0.3721,0.3488,0.2791,0.2035,0.5039,0.2926,,,,,6.644517982521509,2.9003848336403415,0.7910140455382749,91.07209136331193,2.2909,3.8635537412976944,4.540327040293308,4.6815434268294664,"Trevor Williams",16977,592866
2016,"Dan Straily","CIN",191.1,97,0.23883495145631067,0.666666666,0.199255121,0.320297951,0.480446927,0.077519379,0.120155038,4.562717845842279,0.3974,0.3553,0.2473,0.1484,0.5293,0.3223,,,,,7.620209185839682,3.4337979664586222,1.4581881775372232,89.1956581949186,2.2192,4.876535105123175,5.016210418694784,4.670747132346163,"Dan Straily",9460,573185
2018,"Julio Teheran","ATL",175.2,77,0.21670428893905191,0.906735751,0.201735357,0.379609544,0.418655097,0.103626943,0.134715025,3.94496388407987,0.4051,0.3603,0.2345,0.1898,0.4456,0.3646,,,,,8.29979414572648,4.303596964450768,1.3320657270919043,89.88672865595943,1.9286,4.828358598417211,4.718838481520817,4.668483322476649,"Julio Teheran",6797,527054
2015,"Tom Koehler","MIA",187.1,88,0.2831541218637993,1.293532338,0.184070796,0.460176991,0.355752212,0.069651741,0.109452736,4.227765697881129,0.3707,0.3586,0.2707,0.1603,0.4948,0.3448,,,,,6.581862506928576,3.6992949856459876,1.0569414244702822,91.98173777057774,1.7792,4.526840917502974,4.583475201000027,4.667420185231684,"Tom Koehler",6570,543408
2017,"Jason Hammel","KCR",180.1,86,0.3177083333333333,0.922764227,0.207705192,0.380234505,0.412060301,0.077235772,0.105691056,4.2920598668015195,0.4186,0.3306,0.2508,0.1661,0.5183,0.3156,,,,,7.236612566118842,2.3955682977496853,1.297599494614413,92.17427401527331,3.0208,4.372060210882463,4.924291602488295,4.654305046811666,"Jason Hammel",4538,434628
2015,"Marco Estrada","TOR",181,102,0.21568627450980393,0.615942028,0.15530303,0.321969696,0.522727272,0.115942028,0.086956521,5.071831809248542,0.3884,0.3189,0.2927,0.2139,0.5122,0.2739,,,,,6.513823205995678,2.7348112696928415,1.1933721904114218,89.21238722278225,2.3818,4.4043203368211445,4.930755733339366,4.635170582615454,"Marco Estrada",1118,462136
2019,"Jakob Junis","KCR",175.1,90,0.3175542406311637,1.220430107,0.229477611,0.423507462,0.347014925,0.064516129,0.166666666,4.619780842170177,0.4395,0.3408,0.2197,0.1248,0.4488,0.4264,,,,,8.418267312398989,2.977192098287447,1.5912578456363942,91.68068788109755,2.8276,4.822378097597006,4.634123114123199,4.63443761616322,"Jakob Junis",13619,596001
2015,"John Danks","CHW",177.2,85,0.3048128342245989,0.939393939,0.211267605,0.382042253,0.40669014,0.108225108,0.103896103,4.305807876182464,0.4667,0.335,0.1983,0.1949,0.5197,0.2855,,,,,6.281413842901477,2.836767541955506,1.2157575179809312,89.38248404654655,2.2143,4.490070142556226,4.6526188360049,4.633581276140184,"John Danks",6329,433579
2017,"Jhoulys Chacín","SDP",180.1,77,0.27218934911242604,1.520958083,0.185686653,0.491295938,0.323017408,0.119760479,0.113772455,3.8428908109734534,0.3764,0.3669,0.2567,0.2015,0.5133,0.2852,,,,,7.635873949077122,3.593352446624528,0.9482457845259171,91.37473460721868,2.125,4.261154271171829,4.538752403727193,4.628878710472804,"Jhoulys Chacin",2608,468504
2023,"JP Sears","OAK",172.1,65,0.2781316348195329,0.553435114,0.184368737,0.290581162,0.5250501,0.083969465,0.129770992,3.3945908518803987,0.4158,0.301,0.2832,0.1782,0.5208,0.301,93.48743927827898,92.95134380453746,100.97787085514837,99.84502617801044,8.408140417734526,2.7678971561486327,1.77563213790667,93.07147814018043,3.0377,5.152529128069981,5.101340230261053,4.615767915817544,"JP Sears",23429,676664
2016,"Chris Tillman","BAL",172,88,0.2815734989648033,1.132596685,0.224899598,0.411646586,0.363453815,0.077348066,0.104972375,4.604651162790698,0.3884,0.3446,0.2669,0.1833,0.502,0.3147,,,,,7.325581395348837,3.453488372093023,0.9941860465116279,91.70348837209302,2.1212,4.22796526842339,4.544671196455872,4.613066695564301,"Chris Tillman",5279,501957
2021,"Patrick Corbin","WSN",171.2,99,0.3051181102362205,1.524390243,0.218867924,0.471698113,0.309433962,0.042682926,0.225609756,5.190280958784552,0.3676,0.3585,0.2739,0.1397,0.5055,0.3548,73.82924281984333,85.3807580174927,100.06024052478134,95.04682944606414,7.49707249602213,3.145624823505789,1.9398019744952366,92.25430401436032,2.3833,5.40691907115167,4.290542875443667,4.6096153755031235,"Patrick Corbin",9323,571578
2019,"Homer Bailey","- - -",163.1,117,0.3006396588486141,1.304878048,0.217391304,0.443064182,0.339544513,0.115853658,0.12804878,6.446940180831637,0.3963,0.3388,0.2649,0.1458,0.4251,0.4292,,,,,8.210205871315504,2.920408799863904,1.1571431093800375,92.96121673003802,2.8113,4.1078876984154595,4.433786427225318,4.602076875575224,"Homer Bailey",8362,456701
2017,"Ervin Santana","MIN",211.1,121,0.24455611390284757,0.969581749,0.163166397,0.411954765,0.424878836,0.121673003,0.117870722,5.153005154759389,0.4641,0.3238,0.2121,0.2233,0.4976,0.2791,,,,,7.111998849957173,2.5977959871101053,1.3201914032854634,93.1584413109756,2.7377,4.463635967849548,4.770380266247498,4.597178719927437,"Ervin Santana",3200,429722
2020,"Matthew Boyd","DET",60.1,35,0.3076923076923077,0.894736842,0.213114754,0.371584699,0.415300546,0.065789473,0.197368421,5.220997226039205,0.4239,0.3641,0.212,0.1739,0.5435,0.2826,78.92619047619047,91.10887245841037,97.40545286506467,95.9369685767098,8.95028095892435,3.281769684938929,2.2375702397310877,91.72161172161172,2.7273,5.777056513642328,4.974001779849747,4.595349731059623,"Matthew Boyd",15440,571510
2015,"Mike Pelfrey","MIN",164.2,77,0.3339285714285714,1.925675675,0.228163992,0.50802139,0.263814616,0.067567567,0.074324324,4.208493314764599,0.3363,0.3695,0.2942,0.1874,0.5517,0.2609,,,,,4.700395130776046,2.4595090800572335,0.6012133306806571,92.91460785308442,1.9111,3.995946342384605,4.453834135238366,4.5912493347296435,"Mike Pelfrey",5203,460059
2018,"Jhoulys Chacín","MIL",192.2,100,0.25,1.18134715,0.22037037,0.422222222,0.357407407,0.07253886,0.093264248,4.671272014493184,0.4355,0.3477,0.2168,0.181,0.4534,0.3656,,,,,7.287184342609367,3.3166031302901606,0.8408289626087732,89.8767108386076,2.1972,4.0324009213024,4.4723357598256595,4.589398197247117,"Jhoulys Chacin",2608,468504
2015,"Yovani Gallardo","TEX",184.1,83,0.30272108843537415,1.719298245,0.219798657,0.49328859,0.286912751,0.081871345,0.087719298,4.052448721475289,0.4013,0.3549,0.2438,0.1542,0.5904,0.2554,,,,,5.907786690343495,3.3200784706062616,0.7323702508690283,90.56651634723788,1.7794,4.001594320283386,4.312658546462204,4.588799015049195,"Yovani Gallardo",8173,451596
2019,"Tanner Roark","- - -",165.1,108,0.3220338983050847,0.988950276,0.27125506,0.362348178,0.366396761,0.093922651,0.154696132,5.879044104465018,0.3928,0.3407,0.2665,0.1523,0.479,0.3687,,,,,8.600823782458082,2.776215271552925,1.5241966196761159,92.09334398352581,3.098,4.665625780808133,4.641714343434288,4.571115404949886,"Tanner Roark",8753,543699
2018,"Jon Lester","CHC",181.2,124,0.28957528957528955,1.03626943,0.258490566,0.37735849,0.364150943,0.088082901,0.124352331,6.1431077424994305,0.428,0.3653,0.2066,0.1845,0.4963,0.3192,,,,,7.381637529293671,3.1706362541932545,1.1889885953224704,90.99787685774947,2.3281,4.393455355227715,4.430671407303884,4.568805515318371,"Jon Lester",4930,452657
2020,"Dallas Keuchel","CHW",63.1,44,0.25510204081632654,2.395348837,0.251282051,0.528205128,0.22051282,0.139534883,0.046511627,6.252634717356389,0.3939,0.4141,0.1919,0.1869,0.5606,0.2525,68.74090909090908,88.65917721518989,100.7925105485232,97.68997890295363,5.9684240483856446,2.415790686251332,0.284210668970745,88.3409090909091,2.4706,3.0808934209088923,3.97956619193185,4.5686791954794055,"Dallas Keuchel",9434,572971
2021,"Tyler Anderson","- - -",167,59,0.28429423459244535,0.814479638,0.218323586,0.350877192,0.43079922,0.113122171,0.122171945,3.179646456417382,0.4245,0.3547,0.2208,0.1585,0.5604,0.2811,96.98227848101267,89.99415354985321,107.43424808454725,101.74261974212153,7.221569917964901,2.0479078871840763,1.455092446157107,90.57310208992617,3.5263,4.367637259339411,4.6007128838583045,4.5683637555194085,"Tyler Anderson",12880,542881
2016,"Kendall Graveman","OAK",186,86,0.28903654485049834,1.9,0.204838709,0.520967741,0.274193548,0.064705882,0.129411764,4.161290322580645,0.4222,0.3644,0.2135,0.1701,0.5393,0.2905,,,,,5.225806451612903,2.274193548387097,1.064516129032258,91.12574850299401,2.2979,4.393881747543171,4.378569008746455,4.566755376396086,"Kendall Graveman",15514,608665
2018,"Jake Odorizzi","MIN",164.1,80,0.29046563192904656,0.582222222,0.227765726,0.284164859,0.488069414,0.128888888,0.088888888,4.3813478280368665,0.3673,0.3036,0.3291,0.1953,0.4395,0.3652,,,,,8.872229351774655,3.8336793495322583,1.0953369570092166,91.07448789571694,2.3143,4.19491504910571,4.874099916602235,4.546392757109021,"Jake Odorizzi",6397,543606
2018,"Sean Newcomb","ATL",164,98,0.27293577981651373,1.204968944,0.205816554,0.434004474,0.36017897,0.111801242,0.111801242,5.378059978494417,0.3634,0.3414,0.2952,0.1806,0.4714,0.348,,,,,8.780506087337825,4.445131206714774,0.9878069348255053,92.99719318900058,1.9753,4.136041932745653,4.330611702788946,4.542633112284583,"Sean Newcomb",16943,656794
2021,"Zack Greinke","HOU",171,104,0.2632612966601179,1.377906976,0.234082397,0.443820224,0.322097378,0.087209302,0.174418604,5.473673411631616,0.4082,0.3321,0.2597,0.154,0.5399,0.3061,79.11254826254829,92.42110981761735,102.27583251689549,98.18761381143936,6.315777013421095,1.8947331040263284,1.5789442533552738,88.8635104853214,3.3333,4.713886911050488,4.2078640454209495,4.535857102537728,"Zack Greinke",1943,425844
2021,"Wade Miley","CIN",163,120,0.301010101010101,1.822222222,0.234939759,0.493975903,0.271084337,0.103703703,0.125925925,6.625766871165644,0.4561,0.3216,0.2222,0.1559,0.5828,0.2612,83.26335697399524,99.39545631067963,101.07766990291263,98.43456310679608,6.901840490797546,2.7607361963190185,0.9386503067484663,89.86264406028369,2.5,3.967576320039714,4.073027850239555,4.518216594968866,"Wade Miley",8779,489119
2023,"Dane Dunning","TEX",172.2,99,0.28772635814889336,1.405882352,0.207364341,0.463178294,0.329457364,0.088235294,0.117647058,5.160230653194941,0.4429,0.354,0.2031,0.1459,0.5389,0.3152,71.72800967937084,83.655689071759,101.9810561381394,95.95177901939473,7.297295873204967,2.8667948073305225,1.042470839029281,90.51379254220546,2.5455,4.268553198382825,4.390580177045198,4.516995624971537,"Dane Dunning",19409,641540
2019,"Mike Minor","TEX",208.1,114,0.2867383512544803,1,0.199312714,0.400343642,0.400343642,0.128755364,0.128755364,4.924808055716302,0.466,0.3299,0.2041,0.1888,0.4575,0.3537,,,,,8.640014132835617,2.93760480516411,1.2960021199253426,92.49565798263193,2.9412,4.246011640633865,4.59874245914764,4.511707105106333,"Mike Minor",10021,501985
2022,"Kyle Freeland","COL",174.2,96,0.3180987202925046,1.180904522,0.225,0.419642857,0.355357142,0.100502512,0.095477386,4.946555234626574,0.4399,0.3693,0.1908,0.1519,0.4823,0.3657,70.23444613050074,76.85139231582656,98.88649982375743,91.76549171660204,6.74998683058418,2.730910702450088,0.9790057235198428,90.2875569044006,2.4717,4.211664306153995,4.484152110309898,4.5055664034379985,"Kyle Freeland",16256,607536
2019,"Jose Quintana","CHC",171,120,0.32571428571428573,1.436363636,0.245778611,0.444652908,0.30956848,0.078787878,0.121212121,6.315789473684211,0.3732,0.3768,0.25,0.1654,0.4522,0.3824,,,,,8,2.4210526315789473,1.0526315789473684,91.3616080892745,3.3043,3.798805274182593,4.197748678364949,4.498827009983353,"Jose Quintana",11423,500779
2015,"Héctor Santiago","LAA",180.2,106,0.251984126984127,0.558303886,0.164772727,0.299242424,0.535984848,0.109540636,0.102473498,5.2804427045477995,0.3696,0.379,0.2514,0.152,0.5122,0.3358,,,,,8.070110548459844,3.5369003021027714,1.4446494191687376,,2.2817,4.771976301656798,4.996778851676936,4.496649242869536,"Hector Santiago",4026,502327
2022,"Cal Quantrill","CLE",186.1,131,0.2783687943262411,1.114678899,0.201039861,0.421143847,0.377816291,0.133027522,0.096330275,6.327381876079462,0.3521,0.3504,0.2974,0.1812,0.5299,0.2889,86.49382716049382,90.00730703259005,100.68826758147512,95.47238421955404,6.182480001054742,2.270129375387288,1.0143131251730435,93.34320746527777,2.7234,4.12137619863133,4.3882197352928,4.494745018650608,"Cal Quantrill",19312,615698
2019,"Jon Lester","CHC",171.2,132,0.34689922480620156,1.297752808,0.232645403,0.433395872,0.333958724,0.08988764,0.146067415,6.920374611712735,0.4188,0.3579,0.2232,0.1587,0.4557,0.3856,,,,,8.650468264640919,2.726208180371684,1.363104090185842,90.56102269431554,3.1731,4.256726329225788,4.350390374059007,4.488724891915387,"Jon Lester",4930,452657
2017,"Alex Cobb","TBR",179.1,87,0.2822878228782288,1.579881656,0.220035778,0.47763864,0.302325581,0.071005917,0.130177514,4.36617930058513,0.4362,0.3457,0.2181,0.1489,0.4823,0.3688,,,,,6.423804028447088,2.2081826347786864,1.1040913173893432,91.13030450994319,2.9091,4.161359550495883,4.242871088191777,4.483213604744693,"Alex Cobb",6562,502171
2019,"Joey Lucchesi","SDP",163.2,77,0.27069351230425054,1.301204819,0.169565217,0.469565217,0.360869565,0.084337349,0.138554216,4.234207069665053,0.334,0.4,0.266,0.1745,0.4553,0.3702,,,,,8.688372948143874,3.0794233233927657,1.2647631506791717,,2.8214,4.173274757649659,4.363957844088103,4.481025789424832,"Joey Lucchesi",19320,664192
2015,"Dan Haren","- - -",187.1,102,0.2558139534883721,0.621908127,0.20173913,0.306086956,0.492173913,0.109540636,0.109540636,4.900356703442052,0.361,0.3644,0.2746,0.1831,0.4932,0.3237,,,,,6.341638086807361,1.8256230855960585,1.489324096144153,86.0047121946839,3.4737,4.612247886631911,4.690260327655819,4.480783249327696,"Dan Haren",1757,429717
2017,"Michael Fulmer","DET",164.2,100,0.27345309381237526,1.700680272,0.218503937,0.492125984,0.289370078,0.102040816,0.088435374,5.465575733460518,0.3872,0.3599,0.2529,0.1809,0.5195,0.2996,,,,,6.230756336144991,2.1862302933842073,0.7105248453498674,95.65211884469697,2.85,3.673833434766741,4.235476251315196,4.475489524998176,"Michael Fulmer",13218,605242
2020,"Chris Bassitt","OAK",63,35,0.27624309392265195,1.157142857,0.183783783,0.437837837,0.378378378,0.071428571,0.085714285,5,0.3957,0.3636,0.2406,0.1711,0.492,0.3369,78.41019108280254,88.93103081827842,102.26291179596176,99.2660998937301,7.857142857142857,2.4285714285714284,0.8571428571428571,93.31273636544586,3.2353,3.58824518900069,4.492680018004917,4.464396082071981,"Chris Bassitt",12304,605135
2019,"Masahiro Tanaka","NYY",182,116,0.29259259259259257,1.448648648,0.19680851,0.475177304,0.328014184,0.118918918,0.151351351,5.736263736263736,0.4789,0.3011,0.2201,0.1637,0.4454,0.3908,,,,,7.368131868131868,1.978021978021978,1.3846153846153846,91.47646477881898,3.725,4.268955007490222,4.290952163377962,4.463564106348436,"Masahiro Tanaka",15764,547888
2017,"John Lackey","CHC",170.2,96,0.2681912681912682,1.055555555,0.197238658,0.412228796,0.390532544,0.095959595,0.181818181,5.06248989144496,0.4197,0.3366,0.2437,0.1605,0.4874,0.352,,,,,7.8574061856801976,2.794916294235238,1.8984337092918597,91.01399486675227,2.8113,5.29630777565451,4.617811055161175,4.463439529958006,"John Lackey",1507,407793
2017,"Luis Perdomo","SDP",163.2,90,0.3248031496062992,2.935779816,0.171814671,0.617760617,0.21042471,0.073394495,0.155963302,4.949073198309802,0.3962,0.4152,0.1886,0.181,0.5029,0.3162,,,,,6.488784860006185,3.574330643223746,0.9348249374585181,94.25259515570934,1.8154,4.404073420995717,4.238429331883189,4.454764763125235,"Luis Perdomo",14682,606131
2017,"Dylan Bundy","BAL",169.2,120,0.2727272727272727,0.696035242,0.199584199,0.328482328,0.471933471,0.118942731,0.114537444,6.365409611776716,0.3791,0.3402,0.2807,0.1762,0.459,0.3648,,,,,8.062852174917174,2.7052990850051044,1.3791720825516218,92.15806451612903,2.9804,4.383570911096911,4.771320322783386,4.451799620050746,"Dylan Bundy",12917,605164
2017,"Iván Nova","PIT",187,82,0.29896907216494845,1.475409836,0.233502538,0.456852791,0.30964467,0.087431693,0.158469945,3.946524064171123,0.4164,0.3787,0.2049,0.1656,0.4869,0.3475,,,,,6.304812834224599,1.732620320855615,1.3957219251336899,93.1198779372111,3.6389,4.462453005275624,4.187163968185052,4.4516228918775225,"Ivan Nova",1994,467100
2023,"Charlie Morton","ATL",163.1,122,0.32075471698113206,1.255033557,0.222222222,0.43287037,0.344907407,0.073825503,0.093959731,6.722463005377987,0.389,0.389,0.222,0.1373,0.5195,0.3432,73.97227171492206,106.43664202745514,96.32932066173883,98.12111932418159,10.08369450806698,4.573478929888303,0.7714301809450149,94.86202846603564,2.2048,3.8734085197666306,4.267386389845159,4.442136015848847,"Charlie Morton",4676,450203
2023,"Dean Kremer","BAL",172.2,110,0.29327902240325865,1.046391752,0.230620155,0.393410852,0.375968992,0.06185567,0.139175257,5.73357941764269,0.3803,0.3378,0.2819,0.1448,0.5444,0.3108,105.96411439114391,99.0709103353867,101.84226557152633,100.30578370978782,8.183381532453657,2.866789708821345,1.4073331297850238,94.63191881918819,2.8545,4.5117941590523,4.336604152016848,4.441291052394055,"Dean Kremer",19350,665152
2016,"Hisashi Iwakuma","SEA",199,120,0.3114754098360656,1.080508474,0.2144,0.408,0.3776,0.110169491,0.118644067,5.42713567839196,0.4138,0.3417,0.2445,0.1677,0.5063,0.326,,,,,6.648241206030151,2.080402010050251,1.2663316582914572,88.29478136241008,3.1957,4.267172934661559,4.413310446271945,4.433921642005115,"Hisashi Iwakuma",13048,547874
2017,"Dan Straily","MIA",181.2,122,0.2882703777335984,0.744769874,0.199616122,0.341650671,0.458733205,0.158995815,0.129707112,6.044025359555891,0.4026,0.3427,0.2547,0.191,0.4831,0.3258,,,,,8.422002550200832,2.972471488306176,1.5357769356248576,90.4530225782957,2.8333,4.577820993241755,4.699658847571039,4.433564764830578,"Dan Straily",9460,573185
2015,"Colby Lewis","TEX",204.2,141,0.2890625,0.762886597,0.220364741,0.337386018,0.44224924,0.0790378,0.089347079,6.200315409082359,0.4111,0.3524,0.2364,0.1355,0.5316,0.3328,,,,,6.244289277231879,1.8469024622798516,1.1433205718875272,87.97512093987561,3.381,4.1743148284217035,4.620990046432629,4.429894756405758,"Colby Lewis",1259,407890
2023,"Justin Verlander","- - -",162.1,93,0.2647702407002188,0.79245283,0.196617336,0.355179704,0.448202959,0.165094339,0.08490566,5.156058625721718,0.4379,0.3305,0.2316,0.1684,0.5242,0.3074,96.6326420890937,106.29382411790176,104.21171551865731,104.69408321014568,7.9835746462787895,2.4948670769621217,0.9979468307848487,94.30176531298002,3.2,3.846415782384267,4.564141719531046,4.426769221905722,"Justin Verlander",8700,434378
2018,"Iván Nova","PIT",161,91,0.2876984126984127,1.34090909,0.204633204,0.455598455,0.339768339,0.096590909,0.147727272,5.086956521739131,0.4075,0.3396,0.2528,0.1717,0.5132,0.3151,,,,,6.372670807453416,1.9565217391304348,1.453416149068323,93.03801364491845,3.2571,4.5703680334624295,4.276476985623377,4.422544158546261,"Ivan Nova",1994,467100
2020,"Patrick Corbin","WSN",65.2,35,0.36231884057971014,1.424242424,0.255813953,0.437209302,0.306976744,0.106060606,0.151515151,4.796951713859287,0.3963,0.3318,0.2719,0.1382,0.4839,0.3779,78.39782608695651,80.1200938967136,103.24723004694835,90.8037558685446,8.223345795187349,2.4670037385562047,1.370557632531225,90.1711956521739,3.3333,4.166038553086386,4.124408413003662,4.415178031712825,"Patrick Corbin",9323,571578
